page,2019-02 pi,2019-02 v,2019-03 pi,2019-03 v,2019-04 pi,2019-04 v,2019-05 pi,2019-05 v,2019-06 pi,2019-06 v,2019-07 pi,2019-07 v,2019-08 pi,2019-08 v,2019-09 pi,2019-09 v,2019-10 pi,2019-10 v,2019-11 pi,2019-11 v,2019-12 pi,2019-12 v,2020-01 pi,2020-01 v,2020-02 pi,2020-02 v,2020-03 pi,2020-03 v,2020-04 pi,2020-04 v,2020-05 pi,2020-05 v,2020-06 pi,2020-06 v,2020-07 pi,2020-07 v,2020-08 pi,2020-08 v,2020-09 pi,2020-09 v,2020-10 pi,2020-10 v,2020-11 pi,2020-11 v,2020-12 pi,2020-12 v,2021-01 pi,2021-01 v,2021-02 pi,2021-02 v,2021-03 pi,2021-03 v,2021-04 pi,2021-04 v
energieverbrauchsübersicht-bezirklicher-gebäude-2017-bezirk-steglitz-zehlendorf,,,18,13,7,7,17,15,4,3,9,9,8,7,3,3,6,6,9,6,2,2,3,3,4,4,2,1,,,4,4,3,3,2,1,,,,,,,,,,,,,,,,,,
gesundheitsberichterstattung-berlin-gesundheitsindikator-29-bevölkerungsentwicklung-land,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,
einzugsgebiete-der-regenwasserkanalisation-2001-umweltatlas-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,,,,,,,,,,,,
bodenrichtwerte-31121984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,
anzahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,
strat-lärmkarte-ln-nacht-index-straßen-u-bahnverkehr-2017-ua-atom-4,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1,2,1,,,,,,,,,,,,,,,,,,
gebäudeschäden-1945-atom-1,,,,,,,,,,,,,1,1,,,1,1,,,,,,,1,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,
ausländische-einwohnerinnen-und-einwohner-berlin-lor-planungsräumen-am-31122008,,,1,1,,,2,2,,,1,1,2,2,1,1,3,1,1,1,,,1,1,1,1,,,3,2,2,2,,,2,1,,,,,,,,,,,,,,,,,,
einwohnerinnen-und-einwohner-mit-migrationshintergrund-berlin-lor-planungsräumen-am-1,,,1,1,,,1,1,,,,,,,,,1,1,,,,,,,2,2,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,
lod2-gebäudedaten-berlinOriginal,,,,,,,,,,,,,,,,,2,1,2,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
gedenktafeln-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,1,1,,,,,,,,,,,,,,,,,,
entwicklung-luftqualitat-nox-emissionen-kfz-verkehr-hn-2009-umweltatlas-wms-c491304e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
klimamodell-berlin-entwicklung-der-anzahl-klimatologischer-kenntage-der-zukunft-2015,,,,,,,,,,,,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,
archivfunktion-der-böden-für-die-naturgeschichte-1990-umweltatlas-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
berliner-weihnachtsmärkte-0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,
gesundheitsberichterstattung-berlin-gesundheitszustand-der-bevölkerung-abgeleitete,,,3,2,,,,,,,,,3,3,,,,,1,1,,,,,1,1,1,1,2,2,1,1,,,1,1,,,,,,,,,,,,,,,,,,
